Date,ExchangeRate
2026-05-20,1499.77001953125
2026-05-21,1504.4000244140625
2026-05-24,1512.8299560546875
2026-05-25,1514.7900390625
2026-05-26,1505.43994140625
2026-05-27,1503.1099853515625
2026-05-28,1495.2900390625
2026-05-31,1506.8399658203125
2026-06-01,1511.27001953125
2026-06-02,1516.5999755859375
2026-06-03,
2026-06-04,1532.219970703125
